cluster,app,keyword,popularity,competitiveness,num_apps,rank,importance
jeux-2d,Match3D,3 d,5,45,234,9,1.06
jeux-2d,Match3D,color bump 3d,5,87,249,65,0.62
jeux-2d,Match3D,match games,5,68,202,101,0.56
jeux-2d,Match3D,maching games,5,62,217,68,0.61
jeux-2d,Match3D,people match,5,57,249,37,0.70
jeux-2d,Match3D,3d effect,5,85,250,129,0.54
jeux-2d,Match3D,3d video,5,58,249,162,0.52
jeux-2d,Match3D,object,5,69,250,225,0.49
jeux-2d,Match3D,tennis 3d,5,80,247,117,0.55
jeux-2d,Match3D,match dating,5,74,250,187,0.51
jeux-2d,Match3D,chess 3d,5,64,248,139,0.53
jeux-2d,Match3D,looper app,5,49,250,187,0.51
jeux-2d,Match3D,3d photo app,5,46,230,192,0.50
jeux-2d,Match3D,photo 3d,5,48,245,172,0.51
jeux-2d,Match3D,3d photos,5,54,239,178,0.51
jeux-2d,Match3D,3d picture,5,36,229,180,0.51
jeux-2d,Match3D,puzzle 3d,5,64,220,34,0.71
jeux-2d,Match3D,3d image,5,84,250,222,0.49
jeux-2d,Match3D,3d filter,5,87,250,119,0.55
jeux-2d,Match3D,item collect,5,70,237,186,0.51
jeux-2d,Match3D,clear memory,5,95,249,154,0.52
jeux-2d,Match3D,mismatch,5,72,249,11,0.98
jeux-2d,Match3D,mismatch season 2,5,72,245,45,0.67
jeux-2d,Match3D,onnect,5,24,250,15,0.89
jeux-2d,Match3D,live looper,5,64,249,146,0.53
jeux-2d,Match3D,live looping,5,66,249,174,0.51
jeux-2d,Match3D,パズル,5,80,205,181,0.51
jeux-2d,Match3D,gamemaster,5,90,250,153,0.52
jeux-2d,Match3D,time game,5,33,249,34,0.71
jeux-2d,Match3D,3d movies,5,95,250,94,0.57
jeux-2d,Match3D,loop games,5,78,234,210,0.50
jeux-2d,Match3D,loop game,5,75,250,188,0.50
jeux-2d,Match3D,remember names,5,82,250,143,0.53
jeux-2d,Match3D,compare game,5,37,237,22,0.80
jeux-2d,Match3D,mahjong 3d,5,84,250,167,0.52
jeux-2d,Match3D,Match pairs,5,55,243,17,0.86
jeux-2d,Match3D,水平器アプリ,5,36,246,203,0.50
jeux-2d,Match3D,arrangement,5,79,250,168,0.51
jeux-2d,Match3D,fun games 3d,5,57,215,37,0.70
jeux-2d,Match3D,марафон бет,5,94,248,163,0.52
jeux-2d,Match3D,3d effects,5,84,250,131,0.54
jeux-2d,Match3D,3d movie,5,81,250,111,0.55
jeux-2d,Match3D,3 match game,5,54,211,67,0.61
jeux-2d,Match3D,gedächtnistraining,5,78,248,165,0.52
jeux-2d,Match3D,tres,5,100,374,235,0.49
jeux-2d,Match3D,match shape for kids,5,33,243,84,0.59
jeux-2d,Match3D,muslim 3d,5,67,249,62,0.62
jeux-2d,Match3D,digiuno intermittente gratis,5,75,250,130,0.54
jeux-2d,Match3D,消す,5,62,245,65,0.62
jeux-2d,Match3D,save memory,5,84,250,212,0.49
jeux-2d,Match3D,Onnect - Pair Matching Puzzle,5,33,250,130,0.54
jeux-2d,Match3D,latch,5,97,249,43,0.68
jeux-2d,Match3D,3d share objects,5,70,250,75,0.60
jeux-2d,Match3D,object search,5,79,250,240,0.48
jeux-2d,Match3D,3d shapes,5,70,248,55,0.64
jeux-2d,Match3D,concentration game,5,69,248,123,0.54
jeux-2d,Match3D,cool lion,5,49,249,127,0.54
jeux-2d,Match3D,Paper.io 3D,5,90,249,52,0.65
jeux-2d,Match3D,juventus match,5,78,250,65,0.62
jeux-2d,Match3D,pick time,5,,250,203,0.50
jeux-2d,Match3D,draw line 3d,5,68,250,95,0.57
jeux-2d,Match3D,mosaic effect,5,31,248,110,0.56
jeux-2d,Match3D,记忆,5,85,250,144,0.53
jeux-2d,Match3D,sort it 3d,5,52,243,73,0.60
jeux-2d,Match3D,visual board,5,70,250,196,0.50
jeux-2d,Match3D,3b,5,91,246,81,0.59
jeux-2d,Match3D,make 3d,5,53,238,114,0.55
jeux-2d,Match3D,otak,5,93,250,236,0.49
jeux-2d,Match3D,sort 3d,5,33,247,147,0.53
jeux-2d,Match3D,pair games,5,70,229,186,0.51
jeux-2d,Match3D,kids memory game,5,32,224,58,0.63
jeux-2d,Match3D,3d film,5,92,250,111,0.55
jeux-2d,Match3D,match 2,5,72,250,42,0.68
jeux-2d,Match3D,picture match,5,61,195,6,1.24
jeux-2d,Match3D,happy match,5,53,199,82,0.59
jeux-2d,Match3D,an object,5,61,248,221,0.49
jeux-2d,Match3D,adivinanza,5,93,250,123,0.54
jeux-2d,Match3D,type loop,5,79,250,180,0.51
jeux-2d,Match3D,buscar hijos,5,98,249,192,0.50
jeux-2d,Match3D,​​3d photo,5,54,239,177,0.51
jeux-2d,Match3D,す ー,5,74,243,24,0.78
jeux-2d,Match3D,rope 3d,5,56,243,120,0.55
jeux-2d,Match3D,join clash 3d,5,86,245,80,0.59
jeux-2d,Match3D,match3d,5,28,249,1,5.00
jeux-2d,Match3D,match 3d,5,80,249,1,5.00
jeux-2d,Match3D,emojis 3d,5,78,250,121,0.55
jeux-2d,Match3D,puzzle emoji,5,,249,225,0.49
jeux-2d,Match3D,foil,5,93,245,34,0.71
jeux-2d,Match3D,match objects,5,45,225,10,1.02
jeux-2d,Match3D,combinations,5,82,251,176,0.51
jeux-2d,Match3D,objekte,5,95,248,202,0.50
jeux-2d,Match3D,among us in 3d,5,78,250,45,0.67
jeux-2d,Match3D,3d emojis,5,88,250,120,0.55
jeux-2d,Match3D,magic 3d,5,61,240,9,1.06
jeux-2d,Match3D,sex positions 3d,5,98,250,95,0.57
jeux-2d,Match3D,match people,5,93,250,206,0.50
jeux-2d,Match3D,match make,5,62,229,40,0.69
jeux-2d,Match3D,match new,5,52,210,51,0.65
jeux-2d,Match3D,make match,5,34,181,3,1.74
